HITId,summary,memType,storyIx,sentIx,sent,HippocorpusAssignmentId,rawEventAnnot,majorBin,minorBin,expectedBin,surprisingBin,eventOrNot
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,imagined,3,11,she was very special to me.,374TNBHA8CH03WWPSJ4D8PKS55MYQX,"noEvent,noEvent,minor-expected,noEvent,noEvent,noEvent,noEvent,noEvent",0.0,0.125,0.125,0.0,0.125
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,imagined,3,12,we are family friends.,374TNBHA8CH03WWPSJ4D8PKS55MYQX,"noEvent,noEvent,minor-expected,noEvent,noEvent,minor-expected,noEvent,major-surprising",0.125,0.25,0.25,0.125,0.375
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,imagined,3,13,we always going outing together.,374TNBHA8CH03WWPSJ4D8PKS55MYQX,"noEvent,noEvent,major-surprising,noEvent,noEvent,minor-expected,noEvent,noEvent",0.125,0.125,0.125,0.125,0.25
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,imagined,3,14,we had good and bad memories.,374TNBHA8CH03WWPSJ4D8PKS55MYQX,"noEvent,noEvent,minor-expected,minor-expected,noEvent,minor-expected,noEvent,noEvent",0.0,0.375,0.375,0.0,0.375
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,imagined,3,15,i am very happy.,374TNBHA8CH03WWPSJ4D8PKS55MYQX,"noEvent,noEvent,minor-expected,minor-expected,noEvent,noEvent,noEvent,noEvent",0.0,0.25,0.25,0.0,0.25
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,imagined,3,16,and proud to have a friend like this.,374TNBHA8CH03WWPSJ4D8PKS55MYQX,"noEvent,noEvent,minor-expected,noEvent,noEvent,noEvent,noEvent,noEvent",0.0,0.125,0.125,0.0,0.125
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,imagined,3,17,it was very pleasure to share this.,374TNBHA8CH03WWPSJ4D8PKS55MYQX,"noEvent,minor-expected,major-surprising,minor-expected,noEvent,noEvent,noEvent,noEvent",0.125,0.25,0.25,0.125,0.375
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,imagined,3,18,still we are very close to each other.,374TNBHA8CH03WWPSJ4D8PKS55MYQX,"noEvent,noEvent,minor-expected,noEvent,noEvent,noEvent,noEvent,noEvent",0.0,0.125,0.125,0.0,0.125
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,recalled,1,0,"I had been sick,throwing up for the past few days and very tired.",3A1COHJ8NKH8BX64WPJP0Y4PKW8H8C,"major-surprising,major-expected,major-surprising,minor-expected,major-surprising,major-surprising,major-surprising,major-surprising",0.875,0.125,0.25,0.75,1.0
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,recalled,1,1,I haden't a clue what the problem could be.,3A1COHJ8NKH8BX64WPJP0Y4PKW8H8C,"noEvent,noEvent,major-surprising,major-surprising,major-surprising,noEvent,noEvent,noEvent",0.375,0.0,0.0,0.375,0.375
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,recalled,1,2,I was a bit nervous.,3A1COHJ8NKH8BX64WPJP0Y4PKW8H8C,"noEvent,minor-expected,minor-expected,minor-expected,noEvent,noEvent,noEvent,minor-expected",0.0,0.5,0.5,0.0,0.5
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,recalled,1,3,After much thought I went ahead and purchased a pregnancy test and took it.,3A1COHJ8NKH8BX64WPJP0Y4PKW8H8C,"major-surprising,major-surprising,major-surprising,major-surprising,noEvent,major-surprising,minor-expected,minor-expected",0.625,0.25,0.25,0.625,0.875
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,recalled,1,4,Anxiously waiting for the results  my whole world was rocked.,3A1COHJ8NKH8BX64WPJP0Y4PKW8H8C,"major-surprising,major-surprising,major-surprising,major-surprising,noEvent,minor-expected,major-surprising,major-expected",0.75,0.125,0.25,0.625,0.875
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,recalled,1,5,It had been 13 years since I was told that I'd never be able to have another child.,3A1COHJ8NKH8BX64WPJP0Y4PKW8H8C,"noEvent,minor-expected,major-expected,noEvent,minor-expected,major-surprising,noEvent,major-surprising",0.375,0.25,0.375,0.25,0.625
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,recalled,1,6,"I was completely confused,terrified,shocked,amazed &a thousand other things.",3A1COHJ8NKH8BX64WPJP0Y4PKW8H8C,"noEvent,noEvent,major-surprising,major-surprising,noEvent,noEvent,noEvent,major-expected",0.375,0.0,0.125,0.25,0.375
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,recalled,1,7,But this time would be much different.,3A1COHJ8NKH8BX64WPJP0Y4PKW8H8C,"noEvent,noEvent,major-surprising,minor-expected,major-surprising,noEvent,noEvent,major-expected",0.375,0.125,0.25,0.25,0.5
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,recalled,1,8,I would be all alone.,3A1COHJ8NKH8BX64WPJP0Y4PKW8H8C,"noEvent,major-surprising,major-surprising,major-surprising,noEvent,major-surprising,noEvent,noEvent",0.5,0.0,0.0,0.5,0.5
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,recalled,1,9,My mother was gone.,3A1COHJ8NKH8BX64WPJP0Y4PKW8H8C,"noEvent,major-expected,major-surprising,major-surprising,noEvent,major-surprising,noEvent,major-surprising",0.625,0.0,0.125,0.5,0.625
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,recalled,1,10,"Due to stage 4 cancer, I'd lost her just 6 months prior.",3A1COHJ8NKH8BX64WPJP0Y4PKW8H8C,"noEvent,major-surprising,major-surprising,noEvent,major-surprising,major-surprising,noEvent,major-surprising",0.625,0.0,0.0,0.625,0.625
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,recalled,1,11,She was my rock.,3A1COHJ8NKH8BX64WPJP0Y4PKW8H8C,"noEvent,minor-expected,minor-expected,noEvent,major-expected,noEvent,noEvent,noEvent",0.125,0.25,0.375,0.0,0.375
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,recalled,1,12,Was this her way of giving me the light at the end of the tunnel so to speak.,3A1COHJ8NKH8BX64WPJP0Y4PKW8H8C,"noEvent,noEvent,major-surprising,major-surprising,noEvent,noEvent,noEvent,major-surprising",0.375,0.0,0.0,0.375,0.375
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,recalled,1,13,Only time would tell how this would turn out.,3A1COHJ8NKH8BX64WPJP0Y4PKW8H8C,"noEvent,minor-expected,major-expected,noEvent,noEvent,noEvent,noEvent,noEvent",0.125,0.125,0.25,0.0,0.25
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,recalled,1,14,Would I be strong enough to do this without her?,3A1COHJ8NKH8BX64WPJP0Y4PKW8H8C,"noEvent,major-surprising,minor-expected,noEvent,noEvent,noEvent,noEvent,major-surprising",0.25,0.125,0.125,0.25,0.375
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,recalled,1,15,Or would I just fall apart completely.,3A1COHJ8NKH8BX64WPJP0Y4PKW8H8C,"noEvent,minor-expected,minor-expected,noEvent,noEvent,noEvent,noEvent,noEvent",0.0,0.25,0.25,0.0,0.25
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,retold,2,0,So after i found out that i would ne welcoming another little one into my life i wasn't sure how to feel.,3PM8NZGV8Z2B3R6FNNIBPBDJGAMXQJ,"major-surprising,major-expected,major-surprising,major-surprising,noEvent,major-expected,major-surprising,noEvent",0.75,0.0,0.25,0.5,0.75
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,retold,2,1,"I was happy,sad,scared and unsure all in one.",3PM8NZGV8Z2B3R6FNNIBPBDJGAMXQJ,"noEvent,major-surprising,minor-expected,major-expected,minor-expected,minor-expected,noEvent,noEvent",0.25,0.375,0.5,0.125,0.625
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,retold,2,2,I would be starting over yet again.,3PM8NZGV8Z2B3R6FNNIBPBDJGAMXQJ,"noEvent,minor-expected,major-expected,major-expected,major-expected,noEvent,major-surprising,noEvent",0.5,0.125,0.5,0.125,0.625
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,retold,2,3,It was like i was becoming a new parent.,3PM8NZGV8Z2B3R6FNNIBPBDJGAMXQJ,"noEvent,noEvent,major-expected,major-surprising,minor-expected,major-expected,noEvent,minor-expected",0.375,0.25,0.5,0.125,0.625
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,retold,2,4,What makes thing scary is doing it alone.,3PM8NZGV8Z2B3R6FNNIBPBDJGAMXQJ,"minor-expected,noEvent,major-surprising,major-surprising,major-surprising,noEvent,major-surprising,minor-expected",0.5,0.25,0.25,0.5,0.75
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,retold,2,5,My main support system was gone.,3PM8NZGV8Z2B3R6FNNIBPBDJGAMXQJ,"noEvent,minor-expected,major-surprising,major-surprising,noEvent,noEvent,noEvent,noEvent",0.25,0.125,0.125,0.25,0.375
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,retold,2,6,The grandmother to my children was no more.,3PM8NZGV8Z2B3R6FNNIBPBDJGAMXQJ,"major-surprising,major-surprising,major-surprising,major-surprising,noEvent,noEvent,noEvent,noEvent",0.5,0.0,0.0,0.5,0.5
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,retold,2,7,"Every time id became a parent,my mom was there by my sidem welcoming my little one with open arms.",3PM8NZGV8Z2B3R6FNNIBPBDJGAMXQJ,"noEvent,minor-expected,major-surprising,minor-expected,noEvent,minor-expected,noEvent,noEvent",0.125,0.375,0.375,0.125,0.5
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,retold,2,8,The one i needed when no one else was there .,3PM8NZGV8Z2B3R6FNNIBPBDJGAMXQJ,"noEvent,major-surprising,noEvent,major-surprising,noEvent,noEvent,noEvent,minor-expected",0.25,0.125,0.125,0.25,0.375
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,retold,2,9,was gone.,3PM8NZGV8Z2B3R6FNNIBPBDJGAMXQJ,"noEvent,major-expected,major-surprising,noEvent,noEvent,noEvent,noEvent,noEvent",0.25,0.0,0.125,0.125,0.25
30U1YOGZGAI7VHIHYP021KU8N6GSDW,I'd found out that I was pregnant.But they told me I wasn't able 13 years ago. My mom was gone due to a late stage 4 diagnosis just 6months prior to this news. I was absolutely stunned.,retold,2,10,This will be extremely hard.,3PM8NZGV8Z2B3R6FNNIBPBDJGAMXQJ,"noEvent,major-surprising,major-expected,minor-expected,major-expected,noEvent,noEvent,noEvent",0.375,0.125,0.375,0.125,0.5
